"QN12","QN13","QN16","QN24","QN25","QN86","QN22","QN19","QN20","QN21","QN88","QN89","QN90","QN91","QN100","QN101","QN102","QN23","QN85","QN87","QN99","QN103","QN104","QN27","QN28","QN29","QN30","QN43","QN48","qntb4","qnillict","QN26","QN84","qnowt","qnobese","weight","stratum","psu"
2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,1,0.8614,103,16294
2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,0.892,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,0.5081,103,16294
2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,NA,NA,1.1759,103,16294
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,0.892,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,NA,2,2,0.892,103,16294
2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,0.5081,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0.8614,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,0.8453,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,NA,1,2,2,2,2,2,2,1,2,2,2,0.8148,103,16294
2,2,2,2,2,2,NA,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7834,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0.7896,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.0781,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0.8148,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,NA,2,2,2,2,2,2,2,1,2,0.7872,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,0.8614,103,16294
1,1,2,NA,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,NA,2,2,2,1,0.892,103,16294
1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,NA,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,0.5081,103,16294
1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,0.4727,103,16294
2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.8614,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,2,NA,NA,NA,NA,1,1,1,2,2,2,1,2,1,2,NA,NA,0.3029,103,16294
1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,0.7872,103,16294
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.413,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0.8148,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,0.8148,103,16294
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,0.7032,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2.0764,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.4727,103,16294
2,2,2,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,0.7872,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.0764,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,0.5081,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0.8148,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,0.7872,103,16294
1,1,NA,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1.429,103,16294
2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,0.8148,103,16294
2,2,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2.0764,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.3029,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,NA,1,2,2,2,1,0.5081,103,16294
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,0.4727,103,16294
2,2,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0.892,103,16294
2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0.748,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.8148,103,16294
1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,NA,2,1,1,2,0.7834,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,0.5081,103,16294
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,0.8148,103,16294
2,2,NA,2,2,2,1,1,1,1,1,2,1,NA,1,1,1,2,2,1,2,2,NA,1,1,1,NA,2,2,1,NA,1,1,1,2,0.3206,103,16294
2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0.8614,103,16294
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,0.8148,103,16294
2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,0.7896,103,16294
2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8453,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.8148,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1.429,103,16294
2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1.7727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,0.5081,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,NA,NA,0.7032,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.7834,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8453,103,16294
2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,NA,1,1,2,1,1,NA,NA,0.8148,103,16294
2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0.8453,103,16294
2,1,2,2,2,2,NA,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,0.892,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.5081,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0.7834,103,16294
2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,0.2415,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8614,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8148,103,16294
2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,0.7872,103,16294
2,2,2,2,2,2,NA,2,2,2,2,1,NA,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2.2581,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.457,103,16294
1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,NA,NA,NA,2,2,2,2,1,2,1,2,2,2,2,2,0.7834,103,16294
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0.4727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0.7032,103,16294
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,NA,1,1,1,1,2,0.4727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.8148,103,16294
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1.7727,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.4727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0.7834,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8148,103,16294
2,2,1,1,2,2,NA,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0.7872,103,16294
2,2,2,2,2,2,NA,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8614,103,16294
2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0.8453,103,16294
2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,0.892,103,16294
2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,0.4727,103,16294
2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1.1759,103,16294
2,2,1,1,2,2,NA,2,1,NA,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,0.1894,103,16294
2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,NA,2,1,1,NA,NA,0.7896,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,3.1418,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0.8453,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.892,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,0.7032,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,0.7032,103,16294
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8453,103,16294
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1.7727,103,16294
2,2,2,1,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0.7834,103,16294
1,1,NA,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,0.8453,103,16294
2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,NA,NA,0.8614,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8148,103,16294
2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,NA,2,NA,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0.7032,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,0.5081,103,16294
2,1,2,2,2,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,NA,2,2,1.7727,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0.7032,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,0.5081,103,16294
2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.3029,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,0.3029,103,16294
2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,0.8148,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,NA,2,1,2,2,2,2,1,0.7834,103,16294
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4727,103,16294
2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,NA,2,2,2,2,2,1,2,0.5081,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,0.3029,103,16294
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0.3029,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,0.4727,103,16294
2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,NA,2,1,2,2,2,1.1759,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,0.7896,103,16294
2,2,2,1,1,2,NA,2,1,NA,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,0.3213,103,16294
2,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,NA,2,2,2,2,2,2,NA,NA,1,2,2,0.5081,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,NA,2,1,2,2,2,1,2,0.5081,103,16294
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.7872,103,16294
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,NA,2,1,2,2,2,1,2,0.8614,103,16294
2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,0.7896,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.892,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0.7032,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0.8453,103,16294
2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,NA,1,2,1,1,2,2,0.8614,103,16294
2,2,2,2,2,2,NA,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1.1759,103,16294
2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,0.8614,103,16294
2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,NA,2,2,2,1,1,2,1,0.2415,103,16294
2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,0.7032,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8453,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.8614,103,16294
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0.5081,103,16294
2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,0.4727,103,16294
2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7032,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,0.7834,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.5081,103,16294
2,2,2,2,2,2,NA,2,1,NA,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,0.4727,103,16294
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0.7872,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1.7727,103,16294
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0.4727,103,16294
2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,0.3029,103,16294
2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1.7727,103,16294
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,0.4727,103,16294
2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.3029,103,16294
NA,2,1,1,2,2,NA,2,2,2,1,2,2,2,2,1,2,1,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0.7872,103,16294
2,1,1,1,2,NA,2,2,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,2,2,2,2,2,0.4349,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,0.5081,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7872,103,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.413,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.4727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,1,0.1212,103,16294
2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,1,NA,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,2,0.7834,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.4727,103,16294
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.3029,103,16294
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0.5081,103,16294
2,2,2,2,2,2,NA,2,1,NA,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1.1759,103,16294
1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,1,2,2,2,2,2,NA,2,NA,2,2,2,2,2,0.5081,103,16294
2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,NA,1,1,2,1,2,2,1,0.8148,103,16294
2,2,2,1,1,2,NA,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,0.457,103,16294
2,2,2,1,2,1,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.7499,300,16294
2,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3.696,300,16294
2,2,2,2,1,2,NA,1,1,NA,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3.4161,300,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3.7273,300,16294
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,3.4617,300,16294
2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,3.4617,300,16294
2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,NA,2,1,2,2,NA,2,NA,2,1,1,2,1,3.4161,300,16294
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3.696,300,16294
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,3.7273,300,16294
