"QN12","QN13","QN16","QN24","QN25","QN86","QN22","QN19","QN20","QN21","QN88","QN89","QN90","QN91","QN100","QN101","QN102","QN23","QN85","QN87","QN99","QN103","QN104","QN27","QN28","QN29","QN30","QN43","QN48","qntb4","qnillict","QN26","QN84","qnowt","qnobese","weight","stratum","psu"
2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1.3404,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,0.1694,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0.8692,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.6803,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.2946,211,300365
2,2,2,1,2,2,NA,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1.5378,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,0.5187,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.484,211,300365
2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,0.5187,211,300365
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,0.7889,211,300365
2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,0.8692,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,0.6803,211,300365
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.5187,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.7101,211,300365
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,0.5187,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.6803,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.2946,211,300365
2,2,2,1,1,2,NA,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,NA,1,1,1,2,2,1.5903,211,300365
2,2,2,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,NA,2,1,1,2,2,0.8692,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,0.6803,211,300365
2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,0.5212,211,300365
2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,2,2,2,2,1,1,NA,2,2,2,1,0.7101,211,300365
2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.5187,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.6803,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.2946,211,300365
2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,1,1,1,1,2,2,2,2,2,NA,2,2,1,2,1,2,0.6078,211,300365
2,1,1,2,2,2,NA,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,NA,1,1,1,1,2,2,1,0.5187,211,300365
1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,0.6803,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0.5187,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,NA,2,1,NA,2,2,2,2,2,2,1,2,2,NA,2,2,0.6803,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0.8692,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.6803,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1.3404,211,300365
1,1,2,1,1,2,1,1,NA,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,0.4234,211,300365
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,NA,1,2,2,1,1,2,2,0.8692,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.6803,211,300365
2,2,1,2,1,2,NA,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,0.5073,211,300365
2,2,1,2,2,2,NA,2,1,NA,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,0.5187,211,300365
2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1.484,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1.2946,211,300365
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0.1694,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,NA,2,1,2,2,2,2,2,2,2,NA,2,1,2,1,0.5198,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.6803,211,300365
2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.2946,211,300365
2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,NA,2,2,2,2,2,2,2,1,1,2,2,1.5903,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.5187,211,300365
2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,NA,1,2,1,2,1,1,1,1,NA,1,1,1,1,2,NA,NA,0.3232,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1.2946,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.2372,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.6803,211,300365
2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,0.3758,211,300365
2,2,2,1,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.2372,211,300365
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1.1639,211,300365
2,2,1,1,1,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,NA,1,1,1,2,2,2,2,2,2,2,2,1,2,2,0.7101,211,300365
2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,NA,2,1,2,2,2,1.3404,211,300365
2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,1.6139,211,300365
2,1,1,NA,2,1,NA,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,0.5187,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1.3404,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,NA,NA,1,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,1,0.7101,211,300365
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0.8692,211,300365
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.2269,211,300365
2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,0.7101,211,300365
2,2,2,2,2,NA,2,2,2,2,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,NA,NA,NA,0.8692,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,0.6803,211,300365
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.2749,211,300365
2,2,1,2,2,1,1,2,NA,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,1,2,2,2,NA,NA,0.7101,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.8712,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.484,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3404,211,300365
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,0.7101,211,300365
2,2,1,2,2,2,NA,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,NA,2,2,2,NA,1,2,2,2,2,2,0.5187,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,2,2,2,2,2,2,0.6803,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0.5187,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.5187,211,300365
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0.5187,211,300365
2,2,1,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,0.5187,211,300365
2,2,1,2,2,2,NA,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,0.5187,211,300365
1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,NA,2,NA,2,2,2,2,2,0.8724,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,1,2,2,2,2,2,2,NA,2,2,2,2,2,1.4821,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1.1131,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2.4938,211,301082
2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,NA,1,2,2,2,2,2,2,1.4821,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2.2444,211,301082
2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,NA,2,1,NA,2,1,1.6936,211,301082
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1.4821,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4938,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4784,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.4821,211,301082
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2.4784,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.4821,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2.4938,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2.2444,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.4821,211,301082
2,2,2,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2.2444,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1.3876,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,NA,2,1,2,NA,NA,2.4784,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1.936,211,301082
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1.433,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2.4784,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1.4821,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2.2444,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1.3876,211,301082
2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1.3724,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,NA,2,2,2,2,2,1,2,2.2444,211,301082
2,2,2,1,1,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,NA,NA,1.6936,211,301082
2,2,2,1,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1.1131,211,301082
2,2,1,2,2,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,1,NA,1,NA,2,NA,2,2,1.936,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4784,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,NA,2,1,1,2,2,1.4821,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,NA,2,2,2,2,2,2.4938,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
1,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1.1131,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4938,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1.1131,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,1,2,NA,2,1,NA,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2.2444,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1.1131,211,301082
2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,NA,2,2,2,2,2,2,1,2.4938,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,NA,2,1,2,2,2,1.4345,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1.6936,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,NA,2,2,2,2,2,2,2,1.1131,211,301082
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1.936,211,301082
2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2.2444,211,301082
1,2,1,1,1,2,2,2,NA,NA,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4784,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.4821,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4938,211,301082
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1.3876,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1.1131,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2.4784,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,NA,NA,1.4821,211,301082
2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2.2444,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4784,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2.4938,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,NA,1,1,2,2,1.1131,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,1.936,211,301082
2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.4938,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.4821,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2.2444,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.3876,211,301082
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1.4821,211,301082
2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.6936,211,301082
2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,0.4624,211,301082
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,NA,2,2,2,1,1,2,2,0.5272,211,301082
1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,NA,2,NA,2,1,2,2,1,0.692,211,301082
2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0.5686,211,301082
